Unnamed: 0,EJEMPLAR,Título,Autor,Editorial,Colección,Año,CATEGORÍA,EDAD (literatura),CDU
1156,1,Para unbestiario de las indias,"Salas, Alberto M.",Plus Ultra,El campanario,1926,,,
1332,1,Para vivir aquí,"Goytisolo, Juan",Bruguera,Club Bruguera - 28,1926,,,
3559,1,Paraíso Perdido,"Milton, Juan",Librería de los sucesores de hernando,Tomo II,1926,,,
2530,1,Parques Nacionales I,-,[Billiken],Nueva biblioteca didáctica argentina - El país y sus maravillas,1926,,,
2531,1,Parques Nacionales II,-,[Billiken],Nueva biblioteca didáctica argentina - El país y sus maravillas,1926,,,
2532,1,Parques Nacionales III,-,[Billiken],Nueva biblioteca didáctica argentina - El país y sus maravillas 7,1926,,,
2533,1,Parques Nacionales IV,-,[Billiken],Nueva biblioteca didáctica argentina - El país y sus maravillas 9,1926,,,
2928,1,Parques Nacionales y otras áreas protegidas de la Argentina. 1,"Cinti, Roberto y otros","Aguilar, Altea, Taurus, Alfaguara",,1926,,,
2927,1,Parques Nacionales y otras áreas protegidas de la Argentina. 2,"Cinti, Roberto y otros","Aguilar, Altea, Taurus, Alfaguara",,1926,,,
3917,2,Pasacalles. Diez cuentos policiales argentinos contemporáneos,Antología,Distal,,1926,,,
4217,1,Pasado amor,"Quiroga, Horacio",Losada,Biblioteca clásica y contemporánea,1926,,,
5105,6,Pasaporte de los Derechos Humanos,-,-,-,1926,Derechos Humanos,,
4622,1,Pascal,"Sciacca, Michele Federico",Luis Miracle,Biblioteca filosofica,1926,,,
5318,1,Paseo de los seres míticos Argentinos. Guía Bestiaria,"Barrantes, Guillermo",Presidencia de la Nación ,,1926,Lit Infantil (blanco),,
3622,1,Pasión Real,"Blake, Jennifer",Javier Vergara,amor y aventura,1926,,,
4631,1,"Pasteur. Vida, pensamiento y obra. Bioquímica",-,Planeta,Grandes pensadores,1926,,,
5236,1,Patagonia &Antartida. Guía de campo,"Beccaceci, Marcelo",South World,,2014,Referencia,,
1894,1,Patagonia : tiempo de leyenda,"Roldán, Gustavo",Guadal,-,1926,,,
2323,1,Patria del Campo,"Rega Molina, Horacio",Guillermo Kraft ,,1926,,,
1122,1,Paula y la alfombra de piedra,"Martín, Susana",Plus Ultra,Tejados rojos - la escalerita,1926,,,
3962,1,Paulino Lucero. Aniceto el gallo. Santos Vega,"Ascasubi, Hilario",EudeBA,Serie del siglo y medio - 15,1926,,,
5314,1,Paw Patrol; Los cachorros salvan el tren,-,El Gato de hojalata,Mis primeros cuentos,2017,Lit Infantil (rojo),,
5313,1,Paw Patrol; Un rescate mojado,-,El Gato de hojalata,Mis primeros cuentos,2017,Lit Infantil (rojo),,
2431,1,Payró. El Novelista de la Democracia,"Larra, Raul",La Mandrágora,,1926,,,
5626,1,"Pecadores y Pecadoras: Historia sexual de los argentinos III, desde el golpe del 30 hasta Cristina Kirchner","Andahazi, Federico",Planeta,,2010,Historia Argentina - Ensayo,,
4762,1,Pedro el Grande y el príncipe Alexei (1). Un drama en la corte de los zares,"Merezhkovski, Dmitri",Altaya,Novela Histórica,1926,,,
4763,1,Pedro el Grande y el príncipe Alexei (2). Un drama en la corte de los zares,"Merezhkovski, Dmitri",Altaya,Novela Histórica,1926,,,
3071,1,"Pedro Páramo, el llano en llamas y otros textos","Rulfo, Juan",Booket,Biblioteca plan lector,1926,,,
4220,1,Pedro Páramo. El llano en llamas,"Rulfo, Juan",Seix Barral,Literatura contemporánea,1926,,,
3373,1,Pelando la cebolla,"Grass, Gunter",Alfaguara,-,1926,,,
1929,2,Pensamientos,"Pascal, Blaise",Hyspamerica,Historia Universal de la Literatura -81,1926,,,
4768,4,Pensar la Democracia. Treinta ejercicios para trabajar en el aula,"Adamoli, María Celeste",Ministerio de Educ. de la Nación,Colección: La enseñanza del pasado reciente en la escuela,1926,,,
4772,4,"Pensar la dictadura: terrorismo de Estado en Argentina. Preguntas, respuestas y propuestas para su enseñanza","Adamoli, María Celeste",Ministerio de Educ. de la Nación,Colección: La enseñanza del pasado reciente en la escuela,1926,,,
4776,5,"Pensar Malvinas. Una selección de fuentes documentales, testimoniales, ficcionales y fotográficas para trabajar en el aula","Flachsland, Cecilia",Ministerio de Educ. de la Nación,Colección: La enseñanza del pasado reciente en la escuela,1926,,,
3084,2,Pepita Jimenez,"Valera, Juan",Plus Ultra,Biblioteca Universal. 14,1926,,,
2723,1,Pequeña enciclopedia de las ciencias,-,El Ateneo,-,1926,,,
3357,1,Pequeño mundo,"Hesse, Hermann",Santiago Rueda,-,1926,,,
2297,1,Peques : los primeros peques,"Procupet, Alejandra (adap.)",Planeta,-,1926,,,
5047,2,Percy Jacson y los dioses del olimpo. El ladrón del rayo 1,"Riordan, Rick",Salamandra,,2024,Lit. Juvenil,,
5048,1,Percy Jacson y los dioses del olimpo. El mar de los monstruos 2,"Riordan, Rick",Salamandra,,2024,Lit. Juvenil,,
4265,1,Perder la cabeza. Los amores que la historia no perdonó,"Rosenzvaig, Marcos",Centro Cultural de la Coop.,,1926,,,
379,1,Perdido en la selva,"Mariño, Ricardo",Alfaguara,Naranja,2004,,,
5215,1,Perelandra - 2,"Lewis, C.S.",Minotauro - La Nación,,2008,Lit. Juvenil,,
5570,1,Perfil de la junta Revolucionaria Argentina de 1810,"Elordi, Guillermo F.",Atlantida,Colección Oro de cultura general,1956,Historia Argentina,,
1303,2,Peribañez y el comendador de Ocaña,"Lope de Vega Carpio, Fray Félix",Plus Ultra,Biblioteca universal,1926,,,
3761,1,Peribáñez y el comendador de Ocaña,"Lope de Vega Carpio, Félix",Kapelusz,Grandes obras de la literatura universal,1926,,,
4625,1,Pericles. Una experiencia de democracia dirigida,"Homo, Leon",Biografías Grandesa,,1926,,,
1074,1,Pericón anda en las uvas,"Vega, Adriana",Plus Ultra,El campanario,1926,,,
4273,2,Periplo,"Filloy, Juan",El ceunco de Plata,Biblioteca Juan Filloy,1926,,,
5524,1,"Perón y los trabajadores: Los orígenes del sindicalismo peronista, 1943-1955","Doyon, Louise M.",Siglo veintiuno,Historia y política,2006,Historia Argentina,,
5608,1,Perón: El hombre del destino. Vol. III,"Civita, César ed.",Abril educatica y cultural,,1974,Historia Argentina,,
5609,1,Perón: El hombre del destino. Vol. IV,"Civita, César ed.",Abril educatica y cultural,,1975,Historia Argentina,,
2469,2,Perramus : diente por diente,"Breccia, Alberto & Sasturain, Juan",De la Flor,-,1926,,,
5355,1,Perro salchicha,"Walsh, María Elena",Alfaguara,AlfaWalsh,2007,Lit. Infantil (Rojo),,
489,3,"Perro, perrito","Pennac, Daniel",Norma ,Torre de papel - Amarilla,2000,,,
2872,2,Perros y gatos,"Espósito, María",La valijita,La valijita curiosa - 2,1926,,,
4585,1,Perseo y Medusa,"Adap. Hoena, Blake A.",Latinbooks,Novelas gráficas - Mitología,1926,,,
1281,1,"Perseo, el matador de monstruos","Montes, Graciela",Gramón Colihue,Mitología griega,1926,,,
3149,1,Personajes de leyenda,-,Billiken,Biblioteca Billiken para la familia - 39,1926,,,
2987,1,Personal Best : B1 pre-intermediate,-,Richmond,-,1926,,,
2988,1,Personal Best : B1+ intermediate,-,Richmond,-,1926,,,
238,2,Pesadilla para hackers,"De Santi, Pablo",Colihue,La movida,1999,,,
2070,3,Peter Pan,-,Jardín de Genios,Grandes clásicos de oro - 5,1926,,,
3201,1,Peyton Place,"Metalious, Grace",Orbis/ Hyspamerica,,1926,,,
5588,1,Pinacoteca virtual Sanmartiniana,"Estol, Jorge César",Instituto Naciona Sanmartiniano,,2006,Historia Argentina,,
4869,1,Pincipios básicos de química,"Gray, Harry B. Haight, Gilbert P.",Reverté,,1926,,,
2283,1,Pinocchio : II parte,"Busquets, Carlos",[Susaeta],Te voy a contar,1926,,,
2080,2,Pinocho,"Barberis, Alicia (adap.)",Salim,Pantuflas,1926,,,
4171,1,Pinocho : en historieta...,-,La estación,Máquina de hacer lectores,1926,,,
1814,1,Pinzón en la tormenta,"Reek, Wouter van",Ah,Pípala,1926,,,
1816,2,Pinzón y los inventos,"Reek, Wouter van",Ah,Pípala,1926,,,
4177,1,Pioneros : una excursión inolvidable,"González Cejas, Raúl",La estación,Máquina de hacer lectores,1926,,,
5301,1,Piratas futbolistas,"Katz, Leandro",La brujita de papel,Una y otra vez,2016,Lit Infantil (rojo),,
2309,1,Pixi,"Lipman, Matthew",Novedades educativas,Filosofía y escuela - Textos de filosofía para niños,1926,,,
3978,1,Plan de evasión,"Bioy Casares, Adolfo",Kapelusz,Grandes Obras de la Literatura Universal,1926,,,
1630,2,Planeta miedo,"Shua, Ana María",Sudamericana,-,1926,,,
3061,1,Plantas,"Taylor, Barbara",Puerto de palos,Testigo Presencial,1926,,,
761,1,Platero y yo,"Jiménez, Juan Ramón",Anteojito,Biblioteca de oro del estudiante - 7,1926,,,
428,1,Platero y yo : elegía andaluza (1907-1916),"Jimenez, Juan Ramón",Losada,,1939,,,
3696,1,Platero y yo : elegía andaluza : (1907-1916),"Jiménez, Juan Ramón",Losada,Lecturas selectas escolares,1926,,,
3098,1,Platero y yo. Elegía andaluza,"Jiménez, Juan Ramón",Losada,-,1926,,,
4419,1,Plop,"Pinedo, Rafael",Interzona,Línea C,1926,,,
266,2,Plox: (cómo descubrir un fantasma en la casa),"Falbo, Graciela",Alfaguara,Violeta,2000,,,
1061,1,"Plun, el aventurero. La ranita verde y el marinero Andrés","Pelayo, Félix M.",Plus Ultra,El escenario - 6,1926,,,
1825,1,Plutarco,"Rojas, Saúl Oscar",del Eclipse,Libros álbum del eclipse,1926,,,
3552,1,Poderes cautivantes,"Howatch, Susan",Emecé,Grandes Novelistas,1926,,,
3103,1,Poderosos cazadores,-,Billiken,Biblioteca Billiken para la familia - 3,1926,,,
2452,1,Poema de Fernán González,-,Espasa-Calpe,Colección Austral,1926,,,
1437,3,Poema del Cid,-,Losada,Las cien obras maestras de la literatura y del pensamiento universal - 1,1926,,,
1383,2,Poemas,"Ibarbourou, Juana de",Espasa-Calpe,Colección Austral,1926,,,
1589,1,Poemas : algunos cantos de inocencia,"Blake, William",Página 12,Los grandes para los chicos - 35,1926,,,
3189,1,Poemas antología,"Carriego, Evaristo y otros poemas",Centor editor de América Latina,Capítulo,1926,,,
1095,2,Poemas chinos,"Laiseca, Alberto",Gárgola,-,1926,,,
2460,1,Poemas de cada día,"Bernardez, Francisco Luis",Losada,,1926,,,
1955,1,Poemas de carne y hueso,"Bernárdez, Francisco Luis",Losada,Poetas de España y América,1926,,,
4373,1,Poemas de Marechal,"Marechal, Leopoldo",EudeBA,Serie de los Contemporáneos,1926,,,
3090,1,Poemas Nacionales,"Bernárdez, Francisco Luis",Sudamericana,-,1926,,,
3283,2,Poemas para mirar,Antología,Colihue,Leer y crear,1926,,,
4383,2,Poemas selectos,"Molina, Enrique",Corregidor,Letras al sur del río Bravo,1926,,,
5255,1,Poemas y canciones de Federico,"García Lorca, Federico",El Ateneo,,2004,Lit. Infantil (negro),,
2568,1,Poesía,Rubén Darío,Planeta,Biblioteca La Nación,1926,,,
1996,1,Poesía : (en verso) (1917-1923),"Jiménez, Juan Ramón",Losada,Biblioteca contemporánea,1926,,,
3927,1,Poesía argentina del siglo XX,Antología,Colihue,Leer y crear,1926,,,
3315,1,Poesía completa,"Saramago, José",Alfaguara,Biblioteca José Saramago,1926,,,
2579,1,Poesía completa y comentarios en prosa,"Cruz, Juan de la ",Planeta,Biblioteca La Nación,1926,,,
1054,1,Poesía del siglo XX : 1920-1945,"Gregorich, Luis (comp.)",CEAL,Biblioteca de literatura y ciencias sociales,1926,,,
1446,1,Poesía española : antología general desde los monumentos primitivos hasta nuestros días,"Souviron, José María (comp.)",Ercilla,-,1926,,,
2420,1,Poesía Española. Notas de Asedio,"Cossío, José María de",Espasa-Calpe,Colección Austral,1926,,,
4139,1,Poesía Gauchesca Argentina,"Cortazar, Augusto Raúl",Guadalupe,Biblioteca Pedagogica,1926,,,
1374,1,Poesía juglaresca y juglares : aspectos de la historia literaria y cultural de España,"Menéndez Pidal, Ramón",Espasa-Calpe,Colección Austral,1926,,,
3760,1,Poesía lírica,Lope de Vega,Kapelusz,Grandes obras de la literatura universal,1926,,,
4896,1,Poesía Medieval Inglesa,-,Centro editor de América Latina,Biblioteca Básica Universal,1926,,,
3847,2,Poesía Medieval Italiana,"Frattoni, Oreste",Centro editor de America Latina,Biblioteca Basica universal,1926,,,
1097,2,Poesía para chicos,-,Alfaguara,Infantil - Morada,1926,,,
1017,1,Poesía romántica,"Chumacero, Alí (comp.)",UNAM,Biblioteca del estudiante universitario,1926,,,
1992,1,Poesía romántica inglesa,Blake/ Wordsworth/ Taylor y otros,Hyspamerica,Historia Universal de la Literatura -92,1926,,,
1311,2,Poesía Selecta,"Machado, Antonio",Siete dias,Literatura Española,1926,,,
1091,2,Poesía y cuentos para chicos : obras completas de Javier Villafañe; tomo II,"Villafañe, Javier",Colihue,-,1926,,,
4882,2,Poesía y prosa,"Dario, Ruben",Centro editor de América Latina,Biblioteca Básica Universal,1926,,,
4887,1,Poesía y prosa del Africa Negra. Selección,-,Centro editor de América Latina,Biblioteca Básica Universal,1926,,,
3510,1,Poesía y prosa religiosa de España,-,Colihue,LyC,1926,,,
1900,1,Poesía y teatro para primer nivel,-,Colihue,LyC,1926,,,
1310,1,Poesias,"de Espronceda, José",Molino,Literatura Clásica,1926,,,
1516,4,Poesías,"Berceo, Gonzalo de",[Marcos Sastre],[Clásicos Castellanos],1926,,,
1477,1,"Poesías : églogas, canciones, sonetos","Garcilaso de la Vega, el Inca",Kapelusz,Grandes obras de la literatura universal,1926,,,
1328,1,Poesías Amatorias y otras,"Manrique, Jorge",Sopena,Ayer y Hoy,1926,,,
733,2,Poesías Completas,"Carriego, Evaristo",Jackson,Grandes escritores Argentinos - 14,1926,,,
1337,5,Poesías completas,"de Olmedo, José Joaquin",Fondo de cultura económica,Biblioteca Americana,1926,,,
822,1,Poesías Completas (I),Almafuerte,Jackson,Grandes escritores Argentinos - 32 ,1926,,,
997,1,Poesías Completas (II),"Almafuerte. Palacios, Pedro B.",Jackson,Grandes escritores Argentinos - 33,1926,,,
4434,1,Poesías Completas. Tomo I,"Storni, Alfonsina",Sela/Galerna,,1926,,,
1957,1,Poesías épicas de Jacinto Verdaguer,"Verdaguer, Jacinto",FAX,Biblioteca de clásicos amenos,1926,,,
991,1,Poesías Escogidas,"Mármol, José",Jackson,Grandes escritores Argentinos - 11,1926,,,
983,1,Poesías Líricas,"Gutiérrez, Ricardo",Jackson,Grandes escritores Argentinos - 14,1926,,,
1387,1,Poesías líricas,Lope de Vega,Espasa-Calpe,Colección Austral,1926,,,
1498,1,Poesías liricas : selección,Lope de Vega,Fax,Biblioteca de clásicos amenos,1926,,,
2430,1,Poesías Líricas y El estudiante de salamanca,Espronceda,Espasa-Calpe,Colección Austral,1926,,,
739,1,Poesías Selectas,"Varela, Juan Cruz",Jackson,Grandes escritores Argentinos - 7,1926,,,
1253,1,PoesiCuentos infantiles,,Arquetipo Grupo Editorial,,1926,,,
1952,1,Poetas chilenos : 1557 - 19444,"Correa, Carlos René (comp.)",La Salle,H.E.C,1926,,,
1329,1,Poetas de la corte de Don Juan II,"Menendez y Pelayo, Marcelino",Espasa-Calpe,Colección Austral,1926,,,
4521,1,Poetas del surrealismo. Poesía mayor,Antología,Leviatán,Poesía mayor,1926,,,
1408,1,Poetas líricos del siglo XVIII,"Capote, Higinio (comp.)",Ebro,Biblioteca clásica Ebro - Clásicos españoles,1926,,,
3204,1,Polémicas con Sarmiento,"Rawson, Guillermo",W.M. Jackson,Grandes Escritoes Argentinos 30,1926,,,
981,1,Política y Literatura,"Varela, Florencio",Jackson,Grandes escritores Argentinos - 20,1926,,,
392,1,Poltergeist,"Masters, Anthony",Lumen,,2006,,,
3961,1,Polvo y espanto,"Arias, Abelardo",Altaya,Novela Histórica,1926,,,
2113,1,Pooh y Tigger,Disney,Altea,,1926,,,
1107,1,Poquito a poco,"López de Gomara, Susana",Plus Ultra,Tejados rojos - la escalerita,1926,,,
2461,1,Por el alto Paraná,"Ayala Gauna, B. Velmiro",Huemul,Clásicos Huemul,1926,,,
979,1,Por el camino de Don Quijote,"Villafañe, Javier",Cronopio Azul,Libros de fondo blanco,1926,,,
171,2,Por el camino de Ulectra,"Casariego Córdoba, Martín",Anaya,,2012,,,
5393,1,Por la libre. Obra periodística (1974-1995),"García Márquez, Gabriel",Sudamericana,Biblioteca García Márquez,2008,Lit. Latinoamericana,,
2424,1,Por qué corre samuelillo?,"Schulberg, Budd",Los libros del mirasol,,1926,,,
1837,2,Por qué vivímos en las afuera de la ciudad,"Stamm, Peter & Bauer, Jutta",El libro de la arena,-,1926,,,
1979,1,Por un pedazo de tierra,"Michelet, Claude",Atlantida,,1926,,,
3378,1,Por un pedazo de tierra : las promesas del cielo y de la tierra,"Michelet, Claude",Atlántida,-,1926,,,
1393,3,Por un piojo,"Coloma, Luis",Ediciones Católicas Argentinas,-,1926,,,
1810,1,Portada : (del Apestoso Hombre Queso y otros cuentos maravillosamente estúpidos),"[Scieska, Jon & Smith, Lane]",Continente,-,1926,,,
803,1,Precisamente así : y cómo se hizo el primer alfabeto,"Kipling, Rudyard",Anteojito,Biblioteca de oro del estudiante - 50,1926,,,
2887,2,Preguntas que ponen los pelos de punta 2,"Baredes, Carla & Lotersztain, Ileana",iamiqué,-,1926,,,
2889,1,Preguntas que ponen los pelos de punta 3,"Baredes, Carla & Lotersztain, Ileana",iamiqué,-,1926,,,
2708,2,Preguntas y respuestas para genios. Naturaleza,-,El Ateneo,-,1926,,,
2695,1,Preguntas y respuestas sobre ciencia elemental,"Sonneborn, Ruth A.",Sigmar,Estrella del saber,1926,,,
5063,1,Prehistoria y Primeras Civilizaciones. 1,-,Clarín,Historia Universal,2005,Historia Universal,,
2992,1,Prepare : Student's book with ebook : B1 level 4,"Styring, James & Tims, Nicholas",Cambridge,-,1926,,,
2991,1,Prepare : Student's book with ebook : B1 level 5,"Joseph, Niki & Chilton, Helen",Cambridge,-,1926,,,
2993,1,Prepare : Workbook : B2 level 7,McKeegan. David,Cambridge,-,1926,,,
2995,1,Prepare : Workbook with digital pack : B1 level 4,"Jones, Gareth",Cambridge,-,1926,,,
2994,1,Prepare : Workbook with digital pack : B1 level 5,McKeegan. David,Cambridge,-,1926,,,
108,1,Presagio de carnaval,"Bodoc, Liliana",Norma,Zona Libre,2022,,,
3830,1,Presentimientos,"Sheldon, Sidney",Emecé,Grandes Novelistas,1926,,,
4966,1,Presos y penados,"Troncoso, Oscar",Centro editor de América Latina,La vida de nuestro Pueblo - 29,1981,,,
2421,1,Primera Antología de sus versos,"Diego, Gerardo",Espasa-Calpe,Colección Austral,1926,,,
1432,1,Primera antología de sus versos,"Diego, Gerardo",Espasa-Calpe,Colección Austral,1926,,,
3781,1,Primera memoria,"Matute, Ana María",RBA,Narrativa actual,1926,,,
4485,1,Primera Sangre,"Trebucq, Josefina",Letra Buena,Letras/Novela,1926,,,
5078,1,Primera y Segunda Guerra Mundial. 16,-,Clarín,Historia Universal,2005,Historia Universal,,
3436,1,Primeros casos de Poirot,"Christie, Agatha",Planeta,Biblioteca Agatha Christie,1926,,,
2536,1,Primeros gobiernos patrios,-,[Billiken],Nueva biblioteca didáctica argentina - Historia 5,1926,,,
1241,1,Princesa la guía esencial,"Bray-Moffat, Naia & Saunders, Catherine",Planeta Junior,-,1926,,,
5010,1,Principios de economía política,"Menger, Carl",Orbis/ Hypamerica,Biblioteca de Economía - 28,1983,Economía,,
5012,1,Principios de economía política y tributación,"Ricardo, David",Orbis/ Hypamerica,Biblioteca de Economía - 30,1983,Economía,,
5648,1,Prohibido el elefante,"Roldán, Gustavo",Sudamericana,Plan Flauta,2010,Lit. Infantil (Verde O.),,
3675,1,Prohibido suicidarse en primavera ; La casa de los siete balcones,"Casona, Alejandro",Edaf,Biblioteca Edaf - 163,1926,,,
5329,1,"Prólogo,con un prólogo de prólogos. Borges, oral","Borges, Jorge Luis",Sudamericana,Borges Obras Completas - 12,2011,Lit. Argentina,,
3247,1,Prosas Profanas,"Dario, Ruben",Espasa-Calpe,Colección Austral,1926,,,
4857,1,Proyecto archivo del terror: Apuntes sobre El Plan Cóndor,"Trilnick, Carlos",Parque de la memoria,,1926,,,
5017,1,Proyecto de una ética mundial,"Küng, Hans",Planeta-Agostini,Obras Maestras del Pensamiento Contemporáneo - 83,1994,Filosofía,,
4542,1,Puck,"Kipling, Rudyard",Hyspamerica,,1926,,,
5244,2,Pueblos del Mundo. Los Egipcios,-,Billiken,Enciclopedia Universal Billiken,1926,Material de Referencia,,
1100,1,"Puerta de sol, puerta de luna","Allassia, María Guadalupe",Plus Ultra,Tejados rojos - la escalerita,1926,,,
5676,1,Puertas,"Caissés, Luis",Unión,Dienteleche,2015,Lit. Infantil (Rojo),,
2094,1,Pulgarcita,"Andersen, Hans Christian",[Cochrane],-,1926,,,
2232,4,Pulgarcito,-,[Susaeta],Arlequín,1926,,,
3928,1,Puntos de fuga. Antología de cuentistas argentinos,Antología,Ciudad Nueva,El contorno de la niebla - 1,1926,,,
3439,1,Puro como el lirio,"Cookson, Catherine",Javier Vergara,Novela romántica,1926,,,
5036,1,Pychonomics. La economía está en tu mente,"Tetaz, Martín",Ediciones B,,2014,Economía Arg.,,
1633,1,QB VII,"Uris, Leon",Bruguera,,1926,,,
4867,2,Qímica Analítica Cualitativa,"Vogel, Arthur I.",Kapelusz,,1926,,,
508,1,Querido Dario (Natacha),"Pescetti, Luis María",Alfaguara,Naranja,2012,,,
5649,1,Querido hijo: estás despedido,"Sierra i Fabra, Jordi",Loqueleo,Naranja,2022,Lit. Infantil (azul),,
120,2,Queridos monstruos,"Bornemann, Elsa",Alfaguara,Bornemania 3,2007,,,
5643,1,Queridos monstruos: 10 cuentos para ponerte los pelos de punta,"Bornemann, Elsa",Alfaguara,Naranja,2011,Lit. Infantil (azul),,
1701,1,"Quien encuentra un pirata, encuentra un tesoro","Quarzo, Guido",SM,El barco de vapor - naranja,1926,,,
4583,1,Quién le tiene miedo a Demetrio Latov?,"Durini, Ángeles",SM,El barco de vapor - Naranja,1926,,,
1912,1,Quien mató a Palomino Molero?,"Vargas Llosa, Mario",RBA,Narrativa Actual - 13,1926,,,
4852,1,Quién soy yo?,Ministerio de Educación de la Nación,Ministerio de Educación de la Nación,,1926,,,
2110,1,Quiero que me asusten! y otros cuentos de encantamientos,"Medina, Pablo",Ciccus,Los libros de María Chucena,1926,,,
4578,1,Quiero ser Pérez,Mainé Margarita,Hola chicos,Abrazo de letras,1926,,,
3168,1,Química Analítica Caulitativa.,"Vogel, Arthur I",Kapelusz,,1926,,,
3167,1,Química Analítica Cauntitativa. Teoría y práctica,"Vogel, Arthur I",Kapelusz,Volumen 1. Volumetría y Gravimetría,1926,,,
2998,1,Química elemental,"Parker, Steve",Sigmar,Jugando con la ciencia,1926,,,
4863,1,Química General e Inorgánica. La química de los elementos. Segunda parte,"Fernandez Serventi, Hector",Losada,,1926,,,
4864,1,"Química General, Inorgánica y orgánica","Fernandez Serventi, Hector",Losada,,1926,,,
4870,1,Química Inorgánica avanzada,"Cotton. F. Albert. Wilkinson, Geoffrey",Limusa,,1926,,,
4037,8,Química Orgánica. Fundamentos Teórico-Prácticos para el laboratorio,"Galagovsky, Lydia",EudeBA,,1926,,,
4632,1,Quiroga para jovenes principiantes,"Tello, Nerio",Errepar/ Longseller,,1926,,,
3317,1,Quo vadis...?,"Sienkiewicz, Enrique",Mundo moderno,-,1926,,,
2134,1,Qutub. El Yeti,"Blanco, Cecilia",La Valijita,Cuentos fantásticos - 11,1926,,,
288,2,Rafaela,"Furiasse, Mariana",SM,El barco de vapor,2002,,,
3652,1,Raíces,"Haley, Alex",Emecé,Hechos reales,1926,,,
4181,1,Raíz salvaje : el cántaro de fresco,"Ibarbourou, Juana de ",Losada,Biblioteca clásica y contemporánea,1926,,,
5097,1,Rapatonpocipitopo,"Tallon, José Sebastián",Colihue,Los morochitos,2013,"Lit. Infantil (rojo, verde c, negro)",,
2267,1,Raposin,-,[Solquin],Festival,1926,,,
1308,1,Raquel y Agamenon vengado,"Garcia de la Huerta, Vicente",Espasa-Calpe,Colección Austral,1926,,,
534,1,Raros peinados,"Rodrigues Gesualdi, Carlos",Alfaguara,Naranja,1926,,,
1208,1,Rastro de Dios y otros cuentos,"Amo, Montserrat de",SM,El barco de vapor - Celeste,1926,,,
610,1,Ratón de biblioteca. Aventura. Quique lo salvó y otras historias,"Silvestre, Ruth",Serres,,1926,,,
5159,2,Rebeldes,"Hinton, Susan E.",Loqueleo,"Roja, narrativa contemporánea",2019,Lit. Juvenil,,
3567,1,Rebelión en la granja,"Orwell, George",Cantaro,Del Mirador,1926,,,
2978,1,Recuerdos de la Tierra,Leguizamón Martiniano,Solar/ Hachette,-,1926,,,
2615,2,Recuerdos de Locosmos,"Mariño, Ricardo",Alfaguara,Naranja,1926,,,
989,1,Recuerdos de Provincia,"Sarmiento, Domingo Faustino",Jackson,Grandes escritores Argentinos - 1,1926,,,
4445,3,Recuerdos de Provincias,"Sarmiento, Domingo Faustino",Kapelusz,Biblioteca de grandes obras de la literatura universal,1926,,,
1742,1,Refranero clásico,"Suñé Benages, Juan (comp.)",Joaquín Gil,-,1926,,,
134,1,Refugio peligroso,"Brandán Aráoz, María",Estrada,Azulejos,2005,,,
1162,1,Regreso a la Atlántida,"Montgomery, R. A.",Atlántida,Elige tu propia aventura - 45,1926,,,
2853,1,Reino animal : para niños,"Pons, Antonio",Ramón Sopena,Reptiles y anfibios - 1,1926,,,
4551,1,Reino Animal 1,-,Billiken,Atlas Interactivo - Ciencia y Naturaleza,1926,,,
4549,1,Reino Mineral 1,-,Billiken,Atlas Interactivo - Ciencia y Naturaleza,1926,,,
4552,1,Reino Vegetal 1,-,Billiken,Atlas Interactivo - Ciencia y Naturaleza,1926,,,
5226,1,Reivindicación de la ternura,"González Lucini, Fernando",Edelvives,,2006,Educación/convivencia,,
4108,3,Relato de un náufrago,"García Márquez, Gabriel",Sudamericana,-,1926,,,
3361,1,Relatos,"Hesse, Hermann",Mexicanos unidos,-,1926,,,
709,2,Relatos de fantasmas,Antología,Vicens Vives,Cucaña,1926,,,
3521,1,Relatos de misterio,"Doyle, Arthur Conan",Claridad,,1926,,,
39,1,Relatos de robots,"Asimov, Isaac",Unidad Editorial,Biblioteca El Mundo,1998,,,
695,3,Relatos escalofriantes. Selección,Antología,Andres Bello,,1926,,,
3305,1,Relatos póstumos II,"Kafka, Franz",Losada,Relatos completos - 4,1926,,,
795,1,Relatos y cuentos,"Quiroga, Horacio",Anteojito,Biblioteca de oro del estudiante - 43,1926,,,
5022,1,"Relatos, cuentos, poemas y misceláneas","Fernández, Macedonio",Corregidor,Obras completas. Vol 7,2004,Lit. Argentina,,
3540,1,Remedio amargo,"Hailey, Arthur",Emecé,Circulo de Lectores,1926,,,
5539,1,Renunciamiento del capitan general Don José de San Martín,"Salas, Carlos A. General",Instituto Nacional Sanmartiniano,,1976,Historia Argentina,,
3633,1,Rescaten el Titanic!,"Cussler, Clive",Circulo de Lectores,,1926,,,
3072,1,Respiración artificial,"Piglia, Ricardo",Anagrama,Narrativas hispánicas,1926,,,
4182,1,Retablo jovial,"Casona, Alejandro",Edaf,Biblioteca edaf - 156,1926,,,
1407,1,Retablo popular,"Jijena Sánchez, Rafael",Sed,-,1926,,,
4087,2,Retrato en sepia,"Allende, Isabel",Sudamericana,-,1926,,,
995,1,Retratos y Recuerdos,"Mansilla, Lucio V.",Jackson,Grandes escritores Argentinos - 14,1926,,,
690,2,Reunión,"Cortázar, Julio",La magnolia,,1926,,,
3589,1,Reunión de familia,"Eliot, T. S.",Emecé,Teatro del mundo,1926,,,
2014,1,Revolución,Sara,Libros del zorro rojo,-,1926,,,
