Unnamed: 0,EJEMPLAR,Título,Autor,Editorial,Colección,Año,CATEGORÍA,EDAD (literatura),CDU
3050,3,Ciencia Explicada. Comprendiendo los misterio de la cienca,-,Clarín,Biblioteca Clarín. Invitación al saber,1926,,,
2891,2,Ciencia hoy de los chicos : una revista de ciencias (julio-octubre2016),-,Conicet,Ciencia hoy de los chicos,1926,,,
2895,1,Ciencia hoy de los chicos : una revista de ciencias (marzo-junio2016),-,Conicet,Ciencia hoy de los chicos,1926,,,
2890,1,Ciencia hoy de los chicos : una revista de ciencias (marzo-junio2017),-,Conicet,Ciencia hoy de los chicos,1926,,,
2892,2,Ciencia hoy de los chicos : una revista de ciencias (noviembre-diciembre2016),-,Conicet,Ciencia hoy de los chicos,1926,,,
2894,1,Ciencia hoy de los chicos : una revista de ciencias (octubre2015),-,Conicet,Ciencia hoy de los chicos,1926,,,
3228,1,Ciencias Naturales,"Anghilante, Daniel",Betina,,1926,,,
3583,1,Cimbelino,"Shakespeare, William",Espasa-Calpe,Colección Austral,1926,,,
5598,1,Cinco años en Buenos Aires (1820-1825),Un Inglés,Hyspamerica,Biblioteca Argentina de Historia y Política ,1986,Historia Argentina,,
105,2,Cinco problemas para don Caracol,"Blasco, Martin",Norma,Torre de papel - Roja,2006,,,
657,3,Cinco semanas en globo,"Verne, Julio",Solquin,Julio Verne,1926,,,
2231,2,Cincuenta Aventuras de Don Quijote,"Cervantes, Muguel de",Apis,Biblioteca Clásica de autores Argentinos y Españoles,1926,,,
1399,1,"Cincuenta aventuras de Don Quijote; El licenciado Vidriera, El retablo de las maravillas","Cervantes Saavedra, Miguel de",Apis,Biblioteca Clásica de autores argentinos y españoles ad usum scholarum,1926,,,
978,2,Circulen caballeros circulen,"Villafañe, Javier",Cronopio Azul,Libros de fondo blanco,1926,,,
3805,1,Círculo Satánico,"Quinnell, A.J.",Emecé,,1926,,,
3429,1,Cita con la muerte,"Christie, Agatha",Planeta,Biblioteca Agatha Christie,1926,,,
3861,1,Citas famosas de frases célebres,"Kirby, Edward",Distal,,1926,,,
1594,1,Clarisa y las plantas mutantes,"Macjus, Cristina ",AZ,Serie del boleto,1926,,,
1788,1,Clarita fue a la China,"Montes, Graciela",Coquena,La ratona cuentacuentos,1926,,,
717,2,Clásicos de ciencia ficción,Antología,Sigmar,Clásicos juveniles,1926,,,
699,2,Clásicos de Misterio I,Antología,Sigmar,Clásicos Juveniles,1926,,,
1661,1,Clásicos de siempre,Antología,Servilibro,,1926,,,
719,2,Clásicos de suspenso,Antología,Sigmar,Clásicos juveniles,1926,,,
1655,1,Clásicos para soñar,Antología,Susaeta,,1926,,,
934,2,Clásicos policiales,"Poe, Edgar Allan; Hornung, Ernest William & Hawthorne, Nathaniel",Sigmar,Clásicos juveniles,1926,,,
3527,1,Claudio el Dios y su esposa Mesalina,"Graves, Robert",Altaya,Novela Histórica - 41,1926,,,
1364,1,Claves líricas,"Valle-Inclán, Ramón del",Espasa-Calpe,Colección Austral,1926,,,
3471,1,Cleopatra : una cortesana del Antiguo Egipto,"Peyramaure, Michel",Altaya,Novela histórica,1926,,,
4296,1,Cocina ecléctica,"Gorriti, Juana Manuela",Aguilar,,1926,,,
2272,1,Cocinando con el chef,"Carboni, Eugenia",[del Naranjo],-,1926,,,
2133,1,Coco. El cuco,"Blanco, Cecilia",La Valijita,Cuentos fantásticos - 9,1926,,,
2348,1,Cofrecito : un mundo de sorpresas para los niños; tomo 2,-,Clasa,-,1926,,,
331,1,Colegio Maldito II,"Korenfeld, Gabriel",Quipu,La serie Negra,2012,,,
4524,2,Colibríes encendidos. Aborígenes Americanos,Antología,Leviatán,Poesía mayor,1926,,,
2318,1,Colinas del alto viento,"Bufano, Alfredo R.",Losada,Poetas de España y América,1926,,,
324,1,Colmillos en peligros,"Gehm, Franziska",Edelvives,Las gemelas vampiras,2009,,,
62,6,Colón agarra viaje a toda costa,"Basch, Adela",Alfaguara,Morada,2005,,,
726,1,Colonia de vacaciones de Drácula,"Stone, Tom B.",Alabatros,Ultratumba - 6,1926,,,
898,1,Colonia de vacaciones Drácula,"Stone, Tom B.",Albatros,Ultratumba - 6,1926,,,
4971,1,Colonos y obreros en el Chaco,"Troncoso, Oscar",Centro editor de América Latina,La vida de nuestro Pueblo - 34,1982,,,
2440,1,"Comedia nueva, o El Café; El sí de las niñas","Moratín, Leandro F.",Razón y fe,Biblioteca de Clásicos Amenos,1926,,,
1334,2,Comedias,"Moreto, Agustín",Prometeo,Clásicos Españoles,1926,,,
1994,1,"Comedias : Eufemia, Armelina, Los engañados, Medora","Rueda, Lope de ",Molino,Colección literatura clásica,1926,,,
3320,1,Comedias agradables : armas y el hombre - cándida - el hombre del destino - nunca puede saberse,"Shaw, Bernard",Sudamericana,Colección teatro,1926,,,
3184,1,Comedias Americanas,Lope de Vega,Poseidon,Pandora,1926,,,
1034,1,Comedias I : el vergonzoso en palacio y el burlador de sevilla,"Molina, Tirso de",Espasa-Calpe,Clásicos castellos,1926,,,
3887,2,Comedias y sainetes Argentinos I,Antología,Colihue,Colección Literaria,1926,,,
4199,1,"Comedias, sainetes y prosa","Cruz, Juana Inés de la",Fondo de cultura económica,Obras completas de Sor Juana Inés de la Cruz - IV,1926,,,
1995,1,"Comedias: los embustes de Celauro, la discrete enamorada, los melindres de Belisa","Vega, Lope de",Prometeo,Clásicos españoles,1926,,,
800,1,Comentarios reales,"Garcilaso de la Vega, el Inca",Anteojito,Biblioteca de oro del estudiante -  23,1926,,,
1489,2,Comentarios reales : (selección),"Garcilaso de la Vega, el Inca",Kapelusz,Grandes obras de la literatura universal,1926,,,
3857,1,Cometas en el cielo,"Hosseine, Khaled",Salamandra,,1926,,,
2141,1,Comienzo con...,"Bigliano, Marcelo",Betina,Chocolatín,1926,,,
1770,4,Como agua,"Giménez, Eduardo Abel & Afonso Esteves, Cecilia",del Eclipse,Libros álbum del eclipse,1926,,,
4077,2,Como agua para chocolate,"Esquivel, Laura",Grijalbo,Mitos Bolsillo,1926,,,
4070,2,"Como agua para chocolate : novela de entregas mensuales con recetas, amores y remedios caseros","Esquivel, Laura",Suma,-,1926,,,
1712,1,Cómo encender un dragón apagado,"Lévy, Didier & Benaglia, Fred",Libros del zorro rojo,-,1926,,,
5528,2,Cómo fue la argentina 1516-1972 (ensayo histórico),"Ortega, Exequiel C.",Plus Ultra,Esquemas historicos. Tomo I,1973,Historia Argentina,,
3143,2,Cómo nacieron los deportes,-,Billiken,Biblioteca Billiken para la familia - 34,1926,,,
5389,1,Cómo se cuenta un cuento. Taller de guión,"García Márquez, Gabriel",Sudamericana,Biblioteca García Márquez,2008,Lit. Latinoamericana,,
2697,1,Cómo se mueven las cosas : juguemos con el movimiento y las fuerzas,"Mason, Adrianne",Albatros,Pequeños científicos,1926,,,
554,2,Como si el ruido pudiera molestar,"Roldán, Gustavo",Norma,Torre de papel - Roja,1926,,,
514,2,Como si no hubiera que cruzar el mar,"Pisos, Cecilia",Alfaguara,Azul,2005,,,
963,1,Como surgieron los seres y las cosas,-,Aique,Coedición latinoamericana,1926,,,
516,2,Como una película en pausa,"Pogorelsky, Melina",Edelvives,,2016,,,
3966,2,Como vivido cien veces,"Bajo, Cristina",Atlantida,,1926,,,
3722,1,Con derecho a cocina.,"Higgins Clark, Mary",Debolsillo,,1926,,,
4793,1,Con el canto del último gallo,"Morello, Norma",Camino Real,,1926,,,
1259,2,Con la cabeza en otra parte,"Bouchard, André",Combel,-,1926,,,
818,1,Conceptos Fundamentales (Conferencias y escritos científicos),Ameghino. Florentino,Jackson,Grandes escritores Argentinos - 48,1926,,,
5547,1,Conciencia Antartica Argentina,"Acuña de Mones Ruiz, Primavera",Universidad Nacional del Litoral,,1948,Historia Argentina,,
4073,1,Concierto barroco ; El reino de este mundo,"Carpentier, Alejo",Andrés Bello,-,1926,,,
5689,1,"Conclusión, epílogo, apéndices, bibliografía, cronologíae indíces.","Hugh, Thomas",Hyspamérica. Urbión,La guerra civil Española,1980,Lit. Española ,,
1905,1,Condorito de oro,Pepo,,,1926,,,
2814,1,Condorito de oro. Gigante,Pepo,Televisa Chile,Seleccion de los mejores chistes,1926,,,
1121,1,Conejitos con hijitos,"Mercader, Marta",Plus Ultra,Tejados rojos - la escalerita,1926,,,
179,6,Confesiones de un vampiro,"Cinetto, Liliana",Del Naranjo,Puerta Blanca,1926,,,
2007,1,Conflicto y armonía de las razas : en América,"Sarmiento, Domingo F.",La cultura argentina,-,1926,,,
5556,1,Conflictos y armonias en la historia Argentina,"Luna, Félix",De Belgrano,Figuras contemporáneas,1985,Historia Argentina,,
2102,1,"Conocés el Teatros Colón?. Una puerta de entrada a la ópera, el ballet y la orquesta.","Weinschelbaum, Violesta. Ferrante, Patricia",Colón Libros,Pequeños lectores,1926,,,
2248,1,Conozco los colores,-,[Todo libro],Conozco,1926,,,
2640,1,Construyendo una Nación 1. La conquista del chaco,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2649,1,Construyendo una Nación 10. La alta sociedad y el submundo,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2650,1,Construyendo una Nación 11. Chile: conflictos y soluciones,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2651,1,Construyendo una Nación 12. Argentina vista por viajeros,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2652,1,Construyendo una Nación 13. Prensa y espectáculo parlamentario,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2653,1,Construyendo una Nación 14. Fundación de La Plata,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2641,1,Construyendo una Nación 2. La Argentina Austral,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2642,1,"Construyendo una Nación 3. Moneda, credito y ferrocarriles","Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2643,1,Construyendo una Nación 4. Roca y el Roquismo,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2644,1,Construyendo una Nación 5. La gran inmigración,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2645,1,Construyendo una Nación 6.  El mundo de la época,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2646,1,Construyendo una Nación 7. La generación del ochenta,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2647,1,Construyendo una Nación 8. Polémicas educativas y religiosas,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
2648,1,Construyendo una Nación 9. El mundo rural,"Luna, Felix",Crónica/ Hyspamerica,Historia de la Argentina 1880/1890,1926,,,
67,1,"Contemos uno, dos, tres y vayamos a 1810!","Basch, Adela",Alfaguara,Amarillo,2010,,,
3307,1,Contemplación (1913); La condena (1913); El fogonero (1913); La metamorfosis (1915),"Kafka, Franz",Losada,Relatos completos - 1,1926,,,
5168,1,Contra el viento del norte,"Glattauer, Daniel",Alfaguara,,2010,Lit. Europea,,
985,1,Contra Rosas,"Sarmiento, Domingo Faustino",Jackson,Grandes escritores Argentinos - 5,1926,,,
3869,1,Contrabando Blanco,"Woods, Stuart",Emecé,Top Emecé,1926,,,
3543,2,Contrapunto II,"Huxley, Aldous",Seix Barral,Literatura Contemporánea - 86,1926,,,
4803,1,Convención sobre los derechos de las personas con discapacidad. Ley 26.378,-,Dirección General de discapacidad y políticas inclusivias,Sigamos creciendo,1926,,,
4804,1,Convención sobre los derechos de las personas con discapacidad. Ley 26.379,-,Dirección General de discapacidad y políticas inclusivias,Sigamos creciendo,1926,,,
4805,1,Convención sobre los derechos de las personas con discapacidad. Ley 26.380,-,Dirección General de discapacidad y políticas inclusivias,Sigamos creciendo,1926,,,
4806,1,Convención sobre los derechos de las personas con discapacidad. Ley 26.381,-,Dirección General de discapacidad y políticas inclusivias,Sigamos creciendo,1926,,,
4807,2,Convención sobre los Derechos del niño,Ministerio Público Tutelar,Ministerio Público Tutelar,,1926,,,
1302,1,Coordenadas para un crimen,"Falconi, María Inés",Montena,Serie Infinita,1926,,,
3764,1,"Coplas a la muerte del maestre Santiago, Don Rodrigo Manrique, su padre","Manrique, Jorge",Colihue,LyC,1926,,,
1412,1,Coplas y cantares argentinos,"Lanuza, José Luis",Emecé,Síntesis de cultura,1926,,,
1858,1,Copos de nieve en Buenos Aires : cuentos nuevos para niños nuevos,"Diggs, Jennifer & Vives Heredia, Pedro",Dunken,-,1926,,,
33,1,Corazón,"Amicis, Edmondo De",Atlántida,Nueva Biblioteca Billiken,1960,,,
3483,1,"Corazón : historia de un año escolar, por un alumno de tercer grado","Amicis, Eduardo de",Sopena Argentina,Biblioteca Mundial Sopena,1926,,,
4472,2,Corazón Alado. Antología Poética,"Hernández, Miguel",Vicens Vives,Cucaña,1926,,,
2362,1,Corazón de vidrio,"Vasconcelos, José Mauro de",El Ateneo,-,1926,,,
652,1,Corazón de vidrio : cuentos para niños,"Vasconcelos, José Mauro de",El Ateneo,,1926,,,
3604,1,Coriolano,"Shakespeare, William",Espasa-Calpe,Colección Austral,1926,,,
5146,1,Cornelia,"Etcheves, Florencia",Booket,,2019,Lit. Juvenil,,
1829,1,Corococó,"Grau, Didi",Pequeño editor,Pazanda de letras,1926,,,
896,1,Corto Maltés,"Pratt, Hugo",Clarín,,1926,,,
3356,1,Cosas de tormenta,,Betina,Misteriosa Nochecitas,1926,,,
249,1,Cosplay en pueblo gris,"Drennen, Olga",Salim,Amaranta,2014,,,
3839,1,Creación 1,"Vidal, Gore",Altaya,Novela Histórica,1926,,,
3840,1,Creación 2,"Vidal, Gore",Altaya,Novela Histórica,1926,,,
553,1,Crimen en el arca,"Roldán, Gustavo",Alfaguara,Naranja,1926,,,
2572,1,Crimen y castigo,"Dostoievski, Fiódor Mijáilovich",Planeta,Biblioteca La Nación,1926,,,
5155,2,Crímenes imperceptibles,"Martínez, Guillermo",Planeta lector,Planeta tierra,2019,Lit. Argentina,,
5572,1,Crisis y Revolución de 1930,"Etchepareborda, Roberto ",Hyspamerica,Biblioteca Argentina de Historia y Política,1986,Historia Argentina,,
4471,1,Cristián Demaría. Más allá de Felicitas,"Cabrera, Ana María",Sudamericana,Narrativas Históricas,1926,,,
784,1,Cristóbal Colón de el diario de viaje,"Colón, Cristobal",Anteojito,Biblioteca de oro del estudiante - 32,1926,,,
4634,1,Cristóbal Colón para jovenes principiantes,"Grau, Silvia",Errepar/ Longseller,,1926,,,
1159,1,Cristóbal Colón. Diario de a bordo,"Salas, Alberto M.",Plus Ultra,El campanario,1926,,,
2413,1,Cristóbal de Castillejo. Obra II,,Espasa-Calpe,Clásicos Castellanos,1926,,,
2414,1,Cristóbal de Castillejo. Obra III,,Espasa-Calpe,Clásicos Castellanos,1926,,,
4997,1,Crítica de la teoría del desarrollo,"Bauer, P. T.",Orbis/ Hypamerica,Biblioteca de Economía - 11,1983,,,
1947,1,"Crítica profana : (Valle-Inclán, Azorín, Ricardo León)","Casares, Julio",Estrada hermanos,-,1926,,,
812,1,Critícas y Narraciones,"Gutiérrez, Juan María",Jackson,Grandes escritores Argentinos - 20,1926,,,
3096,1,Crónica de Don Francesillo de Zúñigo,Don Francés,Fax,Biblioteca de clásicos amenos,1926,,,
1491,1,Crónica de la conquista : (selección general de la Historia General del Perú),"Garcilaso de la Vega, el Inca",Kapelusz,Grandes obras de la literatura universal,1926,,,
4110,5,Crónica de una muerte anunciada,"García Márquez, Gabriel",Sudamericana,-,1926,,,
4453,1,Crónicas de un bohemio prolijo,"Sanchez Barcia, Ricardo",Argenta Sarlep,,1926,,,
5152,3,Crónicas marcianas,"Bradbury, Ray",Planeta lector,Planeta tierra,2019,Lit. EEUU,,
4518,2,Cronistas de indias,Antología,Colihue,Leer y Crear,1926,,,
5321,1,Cuaderono San Martín. Evaristo Carriego. Discusión,"Borges, Jorge Luis",Sudamericana,Borges Obras Completas - 3,2011,Lit. Argentina,,
5103,1,Cuaestión de sponsors,"González, María Andrea",Incucai,-,1926,Lit. Juvenil,,
1846,2,Cuando aún no existían los sueños,"Czernecki, Stefan & Rhodes, Timothy",Artes de México,Libros del alba,1926,,,
364,1,Cuando despierte el viento,"Heredia, María Fernanda",Norma,Zona Libre,2018,,,
3631,1,Cuando el río suena,"Brwn, Sandra",Planeta,Bolsillo,1926,,,
4476,1,Cuando Juan Peron llego a la casa rosada,"Tagle Achával, Carlos",,,1926,,,
3093,1,Cuatro años en las orcadas del sur,"Moneta, José Manuel",Peuser,-,1926,,,
734,1,Cuatro Conferencias,"Sarmiento, Domingo Faustino",Jackson,Grandes escritores Argentinos - 2,1926,,,
2244,1,Cuatro cuentos cándidos,"Ferro, Beatriz",Estrada,Los caza cosas,1926,,,
1401,1,Cuatro entremeses atribuidos a Miguel de Cervantes : entremés de los mirones; entremés de doña Justina y Calahorra; entremés de los refranes; entremés de los romances,"Cervantes Saavedra, Miguel de",Aumami,-,1926,,,
2204,1,"Cucu, busquenme!!! : Los gatitos vivarachos",-,Florida,-,1926,,,
2142,1,"Cucu, busquenme!!! Los gatitos vivarachos",,Florida,,1926,,,
3825,1,Cuéntame tus sueños,"Sheldon, Sidney",Emecé,Grandes Novelistas,1926,,,
187,2,Cuento con carpincho y todo,"Cinetto, Liliana",SM,El barco de vapor,2005,,,
5673,1,Cuento con sapo y arco iris,"Roldán, Gustavo",Alfaguara,Amarilla,2012,Lit. Infantil (Rosa c),,
4503,2,Cuento de la venganza y de la memoria,"Kipling, Rudyard",Crónica,,1926,,,
1582,1,Cuento de Nochebuena. Primera impresión,Rubén Darío,Página 12,Los grandes para los chicos - 22,1926,,,
1204,1,Cuentopos de Gulubú,"Walsh, María Elena",Sudamericana,-,1926,,,
2580,9,Cuentos,"Poe, Edgar Allan",Planeta,Biblioteca La Nación,1926,,,
4093,3,Cuentos : (selección),Rubén Darío,Kapelusz,Grandes obras de la Literatura Universal,1926,,,
956,1,Cuentos + cuentos,-,Letra impresa,Generación Z,1926,,,
3893,2,Cuentos Argentinos,Antología,Camara argentina de libros,Vamos a leer,1926,,,
957,1,Cuentos argentinos para jóvenes,"Cupit, Aarón & Gesumaría, Susana",Plus Ultra,El campanario,1926,,,
5343,1,"Cuentos breves y extrordinarios. Sel. Borges, Jorge Luis, Bioy Casares, Adolfo",Antología,Sudamericana,,2023,Antología,,
1113,1,Cuentos casi reales,"Solves, Hebe",Plus Ultra,Tejados rojos - la escalerita,1926,,,
932,1,Cuentos clasificados 2,,Cántaro,Del Mirador,1926,,,
3268,1,Cuentos Clasificados X,Antología,Cantaro,Mirador,1926,,,
4133,1,Cuentos Completos. Los mundos reales,"Castillo, Abelardo",Alfaguara,,1926,,,
4140,1,Cuentos completos/1 (1945-1966),"Cortázar, Julio",Alfaguara,,1926,,,
4141,1,Cuentos completos/2 (1969-1982),"Cortázar, Julio",Alfaguara,,1926,,,
4336,1,Cuentos con animales,"Lagh, Domingo",Paulinas,Selva de cuentos modernos,1926,,,
144,2,Cuentos con brujas,"Cabal, Graciela Beatriz",Alfaguara,Naranja,1999,,,
4337,1,Cuentos con curas,"Lagh, Domingo",Paulinas,Selva de cuentos modernos,1926,,,
3279,2,Cuentos con detectives y comisarios,Antología,Colihue,Leer y crear,1926,,,
2509,1,Cuentos con escobas,"Pisos, Cecilia",La brujita de papel,Los libros del ratón,1926,,,
3260,2,"Cuentos con espectros, sombras y vampiros",Antología,Colihue,Leer y crear,1926,,,
317,2,Cuentos con mi papá,"Giardinelli, Mempo",Alfaguara,Azul,2013,,,
4174,1,Cuentos con patas : antología de cuentos de animales,-,La estación,Máquina de hacer lectores,1926,,,
4564,1,Cuentos con trenes,"Tulián, Aldo",Colihue,Libros del malabarista,1926,,,
2310,1,Cuentos cortitos : para los más chiquitos,"Cammajó, María Florencia",[María Florencia Cammajó],Luceritos - 1,1926,,,
576,1,Cuentos crueles,Saki,Colihue,Libros del malabarista,1926,,,
1046,1,Cuentos de Alphonse Allais,"Allais, Alphonse",Hachette,-,1926,,,
4014,1,Cuentos de amor,"Bird, Poldy",Orión,Alfa de Orión,1926,,,
547,9,Cuentos de amor de locura y de muerte,"Quiroga, Horacio",Mandioca,La estación,1926,,,
3342,6,"Cuentos de amor, de locura y de muerte","Quiroga, Horacio",Salim,Colección Grandes Lecturas -11,1926,,,
964,1,Cuentos de animales fantásticos para niños,-,Aique,Coedición latinoamericana,1926,,,
1111,1,Cuentos de antes de ayer,"Marcuse, Aída E.",Plus Ultra,Leer e Interpretar - 4,1926,,,
40,1,Cuentos de arriba y de abajo,"Averbach, Márgara",Alfaguara,-,1995,,,
1020,1,Cuentos de Canterbury,"Chaucer, Geoffrey",Salvat,Biblioteca Básica Salvat,1926,,,
916,2,Cuentos de ciencia ficción,Antología,Estrada,Azulejo Verde - 36,1926,,,
727,2,Cuentos de ciencia ficción : Antología,Antología,Alfaguara,,1926,,,
977,1,Cuentos de Don Juan el Zorro,"Villaverde de Nessier, María del Carmen & Villaverde, Clelio Pedro",La obra,Literatura infantil y juvenil de base folklórica,1926,,,
1620,1,Cuentos de estación,"Klein, Irene",Plus Ultra,Los libros del ombú,1926,,,
4084,1,Cuentos de Eva Luna,"Allende, Isabel",Sudamericana,-,1926,,,
1623,2,Cuentos de fútbol : para chicos y chicas,-,Estrada,Azulejos - naranja,1926,,,
5258,1,Cuentos de fútbol Argentino,"Antología. Selección Fontanarrosa, Roberto",Alfaguara,Bolsillo,2000,Lit. Argentina,,
1549,1,Cuentos de Guane,"Nersyn, Felipe",Colihue,Libros del malabarista,1926,,,
1102,1,Cuentos de había una vez y de ahora,"Boccazzi, Dora A.",Plus Ultra,Tejados rojos - la escalerita,1926,,,
356,3,Cuentos de hadas de Grimm,"Grimm, Wilhelm & Grimm, Jacob",Cántaro,Mirador,2017,,,
3801,1,Cuentos de humor y Sátira,"Poe, Edgar Allan",Claridad,,1926,,,
3860,1,Cuentos de la alhambra,"Irving, Washington",Padre Suarez,,1926,,,
4913,1,Cuentos de la media lunita,"Almodóvar, A. R.",Algaida,Volumen 13,1926,,,
4546,2,Cuentos de la Selva,"Quiroga, Horacio",Sigmar,Estrella,1926,,,
542,7,Cuentos de la selva,"Quiroga, Horacio",Mandioca,La estación,1926,,,
4213,2,Cuentos de las elva : para los niños,"Quiroga, Horacio",Losada,Biblioteca clásica y contemporánea,1926,,,
965,1,Cuentos de lugares fantástico,-,Aique,Coedición latinoamericana,1926,,,
1224,1,"Cuentos de miedo, de amor y de risa","Cabal, Graciela Beatriz",Aique,-,1926,,,
911,2,Cuentos de mucho miedo,Antología,Imaginador,,1926,,,
3449,1,Cuentos de Navidad,"Dickens, Charles",Espasa-Calpe,Colección Austral,1926,,,
1531,1,Cuentos de otro planeta,"Falbo, Graciela",Colihue,Libros del malabarista,1926,,,
1550,1,Cuentos de pan y manteca,"Zapata, Sara",Colihue,Libros del malabarista,1926,,,
966,1,"Cuentos de piratas, corsarios y bandidos",-,Aique,Coedición latinoamericana,1926,,,
701,5,Cuentos de terror,Antología,Alfaguara,Rojo,1926,,,
1904,1,Cuentos de todo el mundo,Antología,Colihue,Pajarito en Bandadas,1926,,,
316,1,Cuentos de vendavalia,"Gardini, Carlos",Sudamericana,Pan Flauta,1994,,,
2608,1,Cuentos de vida y esperanza,Rubén Darío,CEAL,Biblioteca básica universal,1926,,,
5641,1,Cuentos del bosque,"Ramos, María Cristina",Santillana,Leer es genial: Serie cuidar y querer,2001,Lit. Infantil (Verde O.),,
1545,1,Cuentos del circo,"Mariño, Ricardo",Colihue,Libros del malabarista,1926,,,
4338,1,Cuentos del folklore Argentino,"Lagh, Domingo",Paulinas,Selva de cuentos modernos,1926,,,
933,1,Cuentos del gato indiscreto,"Aymé, Marcel",Troquel,,1926,,,
3890,2,Cuentos del interior,Antología,Colihue,Colección Literaria,1926,,,
1147,1,Cuentos del mentiroso,"Sorrentino, Fernando",Plus Ultra,Tejados rojos - el altillo,1926,,,
1142,1,Cuentos del monte para los chicos de la ciudad,"Conte, Miguel Ángel",Plus Ultra,Tejados rojos - el altillo,1926,,,
565,2,Cuentos del Neuquén,"Roux, Luis",Plus Ultra,Nuestros Cuentistas,1926,,,
5379,1,Cuentos del noroeste,"Roldan, Laura",Centro editor de America Latina,Cuentos de mi país,1992,Antología,,
1663,1,Cuentos Dorados 2,Antología,Saldaña,,1926,,,
1664,1,Cuentos Dorados 3,Antología,Saldaña,,1926,,,
2598,1,Cuentos en acción 2 : fantásticos y argentinos,-,Mandioca,La estación,1926,,,
1133,1,Cuentos en celeste y blanco,"Durán, Carlos Joaquín",Plus Ultra,Tejados rojos - la escalerita,1926,,,
1243,1,Cuentos encantados,"Junowicz, Laura",El gato de hojalata,MegaLibro,1926,,,
3266,2,Cuentos enmarcados,Antología,Cantaro,Mirador,1926,,,
930,2,Cuentos escogidos,"Denevi, Marco",Cántaro,Del Mirador,1926,,,
387,2,Cuentos Espantosos,"Mariño, Ricardo",Sudamericana,,1997,,,
1377,1,Cuentos españoles,"Lagh, Domingo",Paulinas,Selva de cuentos mdoernos - 2,1926,,,
706,1,Cuentos estraños y fantásticos,Antología,Estrada,Azulejo - 17,1926,,,
4339,1,Cuentos Europeos,"Lagh, Domingo",Paulinas,Selva de cuentos modernos,1926,,,
5210,1,Cuentos extraños para niños peculiares,"Riggs, Ransom",Alfaguara,,2016,Lit. Juvenil,,
917,1,Cuentos extraños y fantásticos,Antología,Estrada,Azulejo Verde - 17,1926,,,
1240,1,Cuentos famosos,-,[Fher],-,1926,,,
3799,2,Cuentos fantásticos,"Poe, Edgar Allan",Claridad,,1926,,,
4269,1,Cuentos Fantásticos Argentinos,Antología,Emecé,Obra contemporáneas,1926,,,
3902,1,Cuentos fantásticos Argentinos,Antología,Cantaro,Del Mirador - 197,1926,,,
914,1,Cuentos fantásticos que dan miedo,Antología,Letra impresa,La puerta secreta,1926,,,
967,1,Cuentos folklóricos iberoamericanos,"Coluccio, Félix & Coluccio, María Isabel (comps.)",Plus Ultra,Tejados rojos - el altillo,1926,,,
3351,1,Cuentos Inolvidables,"Meesukhon, Patcharee",LatinBooks,Es momento para un cuento,1926,,,
4877,1,Cuentos mitos y epopeyas. Selección de obras mesopotámicas y egipcias,,Centro editor de América Latina,Biblioteca Básica Universal,1926,,,
1254,1,Cuentos para dormir,,"Publications International, LTD.",,1926,,,
3256,2,Cuentos para el segundo nivel. Literarios. Tradicionales,Antología,Colihue,Colección Literaria,1926,,,
560,1,Cuentos para jugar,"Rodari, Gianni",Alfaguara,Naranja,1926,,,
1660,1,Cuentos para la fantasía,Antología,Libsa,Melodías Mágicas,1926,,,
4015,1,Cuentos para leer sin rimmel,"Bird, Poldy",Orión,Alfa de Orión,1926,,,
1802,1,Cuentos para niños no tan buenbos,"Prévert, Jacques",Libros del zorro rojo,-,1926,,,
3254,2,Cuentos para primer nivel. Tradicionales. Literarios,Antología,Colihue,Colección Literaria,1926,,,
1233,7,Cuentos para seguir creciendo : para los alumnois que terminan su educación inicial,-,Ministerio de educación,-,1926,,,
946,1,Cuentos para seguir creciendo : para los estudiantes que terminan la Educación Media,"Giardinelli, Mempo (comp.)",Ministerio de Educación,Cuentos para seguir creciendo,1926,,,
943,7,Cuentos para seguir creciendo : para los estudiantes que terminan la Educación Secundaria,"Giardinelli, Mempo (comp.)",Ministerio de Educación,Cuentos para seguir creciendo,1926,,,
682,5,Cuentos para seguir creciendo. Para los estudiantes que terminan la Ed. Básica,Antología,Eudeba / FMG,Campaña Nacional de Lectura,1926,,,
