ISBN,Titulo,Autor,Editorial,FechaPublicacion,Edicion,Idioma,Paginas,Descripcion,Categorias,Ejemplares
978-9-016-37577-7,Obras completas Tomo II,"Poe, Edgar Allan",Aguilar,2004,Primera,Español,0,,Lit. EEUU,1
978-2-486-33592-0,Obras completas. Tomo I,"Sánchez, Florencio",Schapire,1926,Primera,Español,0,,,1
978-1-699-95788-2,Obras completas. Tomo III,"Sánchez, Florencio",Schapire,1926,Primera,Español,0,,,1
978-4-099-13278-1,Obras de ingeniería,"Wilkinson, Philip",Puerto de palos,1926,Primera,Español,0,,,1
978-9-925-51461-8,Obras de John Knittel,"Knittel, John",José Janés,1926,Primera,Español,0,,,1
978-7-614-13800-8,Obras escogidas,"de Santillana, Maqués",Kapelusz,1926,Primera,Español,0,,,1
978-6-969-52372-9,Obras escogidas de Don Juan Donoso Cortés,"Donoso Cortés, Juan",Difusion,1926,Primera,Español,0,,,1
978-9-723-02716-7,Obras escogidas de Ventura de la Vega : tomo primero,"Vega, Ventura de la",Montaner y Simón,1926,Primera,Español,0,,,1
978-1-622-71374-5,Obras poéticas : completas,"Espronceda, José de",Sopena,1926,Primera,Español,0,,,1
978-2-096-95555-6,Obras poéticas completas,"de Espronceda, José",Sopena,1926,Primera,Español,0,,,1
978-6-410-09952-0,Obras Selectas. Tomo 1,"Tagore, Rabindranath",Edicomunicación,1926,Primera,Español,0,,,1
978-1-231-49953-5,Obras Selectas. Tomo 2,"Tagore, Rabindranath",Edicomunicación,1926,Primera,Español,0,,,1
978-8-000-78156-3,Obras Selectas. Tomo 3,"Tagore, Rabindranath",Edicomunicación,1926,Primera,Español,0,,,1
978-7-071-26410-4,Obras Selectas. Tomo 4,"Tagore, Rabindranath",Edicomunicación,1926,Primera,Español,0,,,1
978-9-285-72364-4,Océanos,"Macquitty, Miranda",Puerto de palos,1926,Primera,Español,0,,,1
978-2-435-22634-7,Ocho casos de Poirot,"Christie, Agatha",Booket,1926,Primera,Español,0,,,1
978-0-011-34353-2,Octaedro,"Cortázar, Julio",Punto de Lectura,1926,Primera,Español,0,,,1
978-5-784-91226-8,"Octubre, un crimen","Huidobro, Norma",SM,2004,Primera,Español,0,,,1
978-2-855-90327-9,Odas,Horacio,Centro editor de América Latina,1926,Primera,Español,0,,,1
978-2-228-84804-6,Odas de Píndaro,Píndaro,"Librería de Perlado, Páez y C.",1926,Primera,Español,0,,,1
978-3-496-02260-2,Odas.,Horacio,Espasa Calpe,1926,Primera,Español,0,,,1
978-3-843-76074-4,Odio los libros,"Córdova, Soledad",Libresa,2011,Primera,Español,0,,,1
978-0-199-31808-7,Odisea,Homero,Egebe,1926,Primera,Español,0,,,1
978-6-547-31949-2,Oficio y profesiones de la A a la Z,,Infantil,1926,Primera,Español,0,,,1
978-8-905-06521-8,OG En castellano Y,"Salinas, Verónica",Cántaro,2019,Primera,Español,0,,Lit. Juvenil,1
978-3-799-12424-9,"Oiga, chamigo Aguará","Basch, Adela",Colihue,1926,Primera,Español,0,,,1
978-3-274-07906-4,Ojos amarillos,"Mariño, Ricardo",Alfaguara,1926,Primera,Español,0,,,1
978-7-301-21933-1,Ojos de niño,"North Patterson, Richard",Emecé,1926,Primera,Español,0,,,1
978-8-195-31567-3,Ojos de perro azul,"García Márquez, Gabriel",Ariel,1926,Primera,Español,0,,,1
978-1-187-08473-1,Oliver Twist,"Dickens, Charles",Vicens Vives,1926,Primera,Español,0,,,1
978-0-741-62626-4,Oliver y el secreto del camello perdido,"McBrier, Page",Toray,1926,Primera,Español,0,,,1
978-0-379-12782-9,Oliverio junta preguntas,"Schujer, Silvia",Sudamericana,1926,Primera,Español,0,,,1
978-9-949-33849-8,Oliverio Twist,"Dickens, Charles",Planeta,1926,Primera,Español,0,,,1
978-9-161-30759-3,Olivia en Venecia,"Falconer, Ian",Fondo de Cultura Economía,2011,Primera,Español,0,,Lit Infantil (rojo),1
978-6-628-17935-9,Ollantay,"Rojas, Ricardo",Losada,1926,Primera,Español,0,,,1
978-7-104-33948-9,ómnibus,"Gandolfo, Elvio E.",Interzona,1926,Primera,Español,0,,,1
978-1-040-99935-6,Oops!,"Johansen, Kevin & Liniersd",De La Flor,1926,Primera,Español,0,,,1
978-1-997-87448-5,Opuestos,,Saldaña,1926,Primera,Español,0,,,1
978-3-220-95579-4,Oráculo de amantes,"Luna Dávila, Elisabeth",Vinciguerra,1926,Primera,Español,0,,,1
978-7-892-38688-7,Orgullo y prejuicio,"Austen, Jane",Cantaro,1926,Primera,Español,0,,,1
978-4-038-38354-0,Orgullo y prejuicio. Tomo I,"Austen, Jane",Centro editor de America Latina,1926,Primera,Español,0,,,1
978-8-809-15582-4,Orgullo y prejuicio. Tomo II,"Austen, Jane",Centro editor de America Latina,1926,Primera,Español,0,,,1
978-2-538-07528-6,Origenes de la Argentina contemporanea. Decada infame (1932-1943),"Rosa, José María",Oriente,1979,Primera,Español,0,,Historia Argentina,1
978-0-944-80345-5,Origenes de la Argentina contemporanea. Del mundial al conflicto,"Chavez, Fermín",Oriente,1993,Primera,Español,0,,Historia Argentina,1
978-8-530-19277-8,Origenes de la Argentina contemporanea. El 6 de septiembre (1930-1932),"Rosa, José María",Oriente,1979,Primera,Español,0,,Historia Argentina,1
978-2-414-38242-2,Origenes de la Argentina contemporanea. El antiperonismo,"Chavez, Fermín",Oriente,1993,Primera,Español,0,,Historia Argentina,1
978-7-933-50075-3,Origenes de la Argentina contemporanea. El justicialismo,"Chavez, Fermín",Oriente,1993,Primera,Español,0,,Historia Argentina,1
978-9-008-90078-9,Origenes de la Argentina contemporanea. El proceso,"Chavez, Fermín",Oriente,1993,Primera,Español,0,,Historia Argentina,1
978-5-467-77588-3,Origenes de la Argentina contemporanea. El retorno,"Chavez, Fermín",Oriente,1993,Primera,Español,0,,Historia Argentina,1
978-8-356-48399-9,Origenes de la Argentina contemporanea. Estudios introductorios,"Chavez, Fermín",Oriente,1993,Primera,Español,0,,Historia Argentina,1
978-7-551-19010-7,Origenes de la Argentina contemporanea. La guerra de las Malvinas y la democracia maniatada,"Chavez, Fermín",Oriente,1993,Primera,Español,0,,Historia Argentina,1
978-9-365-23316-2,Origenes de la Argentina contemporanea. La revolución Argentina,"Chavez, Fermín",Oriente,1993,Primera,Español,0,,Historia Argentina,1
978-1-617-15144-6,Origenes de la Argentina contemporanea. La soberania (1943-1946),"Rosa, José María",Oriente,1979,Primera,Español,0,,Historia Argentina,1
978-5-205-76412-4,Orígenes de la novela II,"Menéndez y Pelayo, Marcelino",Espasa-Calpe,1926,Primera,Español,0,,,1
978-3-598-16322-7,Orígenes de la novela III,"Menéndez y Pelayo, Marcelino",Espasa-Calpe,1926,Primera,Español,0,,,1
978-2-042-50212-4,Orllie; La vida imagen del rey de la Patagonia,"Schlaen, Carlos",Libros del quirquincho,1926,Primera,Español,0,,,1
978-3-185-37247-6,Osito,"Holmelund Minarik, Else",Alfaguara,1926,Primera,Español,0,,,1
978-8-333-35888-3,Osito hormiguero no quiere caminar,"Mainé, Margarita",Destino,1926,Primera,Español,0,,,1
978-7-736-61329-2,Osos bondadosos,,Betina,1926,Primera,Español,0,,,1
978-1-177-56215-7,"Osos en peligro : y además, un episodio de Coco y Fito","Mariño, Ricardo",Jardín de Genios,1926,Primera,Español,0,,,1
978-9-650-35427-5,Otelo. En memoria de Paulina,"Shakespeare, William; Bioy Casares, Adolfo",Cantaro,1926,Primera,Español,0,,,1
978-7-001-49922-4,Otelo. La fierecilla domada. A vuestro gusto. El rey lear,"Shakespeare, William",Porrúa,1926,Primera,Español,0,,,1
978-1-011-72793-3,Otelo. Romeo y Julieta,"Shakespeare, William",Losada,1926,Primera,Español,0,,,1
978-7-751-95958-0,Otoño de mi noche,"Bidart Campos, José",[s.n],1926,Primera,Español,0,,,1
978-6-296-18259-0,Otra vuelta de tuerca,"James, Henry",Cantaro,1926,Primera,Español,0,,,1
978-2-197-30785-8,Otra vuelta de tuerca; los papeles de Aspern,"James, Henry",Planeta,1926,Primera,Español,0,,,1
978-5-555-32021-6,Otras inquisiciones,"Borges, Jorge Luis",Sudamericana,2011,Primera,Español,0,,Lit. Argentina,1
978-8-139-02753-2,Otras veces soy jaguar,"Ak'abal, Humberto",Piedra Santa,1926,Primera,Español,0,,,1
978-9-795-82310-0,Otro universo; Donde ser feliz,"Convertini, Horacio",Edelvives,2022,Primera,Español,0,,,1
978-2-710-76464-9,Otroso,"Montes, Graciela",Alfaguara,2001,Primera,Español,0,,Lit. Juvenil,1
978-1-337-36817-9,Oveja con botitas,"Matter, Maritgen",Fondo de cultura económica,1926,Primera,Español,0,,,1
978-9-752-16636-3,"Pablo, el gran misionero : nuevo testamento",-,Billiken,1926,Primera,Español,0,,,1
978-6-051-46241-7,"Pacho, el oso","Rey, Eva",Sigmar,1926,Primera,Español,0,,,1
978-5-137-61027-8,Padre Lobo,"Vettier, Adela",Plus Ultra,1926,Primera,Español,0,,,1
978-9-921-75992-1,Páginas de juventud,"Alberdi, J.B.",Jackson,1926,Primera,Español,0,,,1
978-7-821-89054-6,Páginas escogidas,"Lange, Norah",Kapelusz,1926,Primera,Español,0,,,1
978-5-050-64898-3,Páginas literarias,"Avellaneda, Nicolás",Jackson,1926,Primera,Español,0,,,1
978-9-226-73805-8,Páginas Literarias. Leyendas - Cuentos - Narraciones,"Gorriti, Juana Manuela",Jackson,1926,Primera,Español,0,,,1
978-0-291-95237-0,Páginas Magistrales,"Vélez Sárfield, Dalmacio",Jackson,1926,Primera,Español,0,,,1
978-5-695-02084-7,Páginas selectas,"Tagore, Rabindranath Thakur",Anteojito,1926,Primera,Español,0,,,1
978-6-679-64742-5,Páginas serias y Humorísticas,"Mitre y Vedia, Bartolomé",Jackson,1926,Primera,Español,0,,,1
978-0-238-51685-6,Pago chico y Nuevos cuentos de Pago Chico,"Payró, Roberto J.",Colihue,1926,Primera,Español,0,,,1
978-7-250-31125-4,Pago chico y nuevos cuentos de pago chico,"Payró, Roberto J.",Losada,1926,Primera,Español,0,,,1
978-9-548-42090-7,Paí-Luchí : cuentos del litoral,"Allassia, María Guadalupe",Plus Ultra,1926,Primera,Español,0,,,1
978-9-758-04758-1,Paisaje secreto,"Schujer, Silvia",La Valijita,1926,Primera,Español,0,,,1
978-4-595-09736-2,Pájaro de sol,"Smith, Wilbur",Emecé,1926,Primera,Español,0,,,1
978-4-851-58909-9,Palabras en vuelo,Antología,Sociedad Argentina de Escritores Seccional Delta Bonaerense,1926,Primera,Español,0,,,1
978-3-389-53240-9,Palabras escritas para vos,-,Ministerio de Educación,1926,Primera,Español,0,,,1
978-1-571-54526-8,Palabras palabreras,"Esses, Florencia",Albatros,2015,Primera,Español,0,,Lit. Infantil (blanco/negro),1
978-9-856-75178-6,Pancho : el camello cómodo,Inés,[Sigmar],1926,Primera,Español,0,,,1
978-2-528-61739-7,Pancitas argentinas,Saavedra Guillermo,Alfaguara,1926,Primera,Español,0,,,1
978-0-559-05125-8,Pandora en el Congo,"Sánchez Piñol, Albert",Suma,1926,Primera,Español,0,,,1
978-8-486-99097-8,Panorama costumbrista y social desde la conquista hasta nuestros días,"Levene, Gustavo Gabriel",Osvalo Raul Sanchez Teruelo. Ed.,1974,Primera,Español,0,,Historia Argentina,1
978-1-808-15836-0,Panoramas y retratos Históricos,"Lopez, Vicente Fidel",Jackson,1926,Primera,Español,0,,,1
978-0-541-78224-5,Pantuflas de perrito,"Luján, Jorge",Pequeño editor,1926,Primera,Español,0,,,1
978-9-104-80305-2,Papaítos piernas largas,"Webster, Jean",Atlantida,1926,Primera,Español,0,,,1
978-6-943-78664-5,Papapepelipitopos,"Devatch, Laura & Bogomolny, María Inés",Colihue,1926,Primera,Español,0,,,1
978-6-435-05744-4,Para armar una mañana,"Ángeli, Héctor Miguel",Plus Ultra,1926,Primera,Español,0,,,1
978-3-328-19177-3,Para leer y contar 3 : cuentos de antes y de ahora,"Villaverde de Nessier, María del Carmén (comp.)",Bonum,1926,Primera,Español,0,,,1
978-6-608-10632-0,"Para los abuelos : un libro regalo, escrito por nietos para abuelos de todo el mundo",,Ediciones 29                                                                                                                                                                     ,1926,Primera,Español,0,,,1
978-6-089-34778-6,Para unbestiario de las indias,"Salas, Alberto M.",Plus Ultra,1926,Primera,Español,0,,,1
978-0-841-51931-2,Para vivir aquí,"Goytisolo, Juan",Bruguera,1926,Primera,Español,0,,,1
978-1-237-97399-2,Paraíso Perdido,"Milton, Juan",Librería de los sucesores de hernando,1926,Primera,Español,0,,,1
978-0-193-70392-6,Parques Nacionales I,-,[Billiken],1926,Primera,Español,0,,,1
978-7-437-53681-4,Parques Nacionales II,-,[Billiken],1926,Primera,Español,0,,,1
978-9-542-56206-1,Parques Nacionales III,-,[Billiken],1926,Primera,Español,0,,,1
978-8-488-81723-5,Parques Nacionales IV,-,[Billiken],1926,Primera,Español,0,,,1
978-7-060-19287-6,Parques Nacionales y otras áreas protegidas de la Argentina. 1,"Cinti, Roberto y otros","Aguilar, Altea, Taurus, Alfaguara",1926,Primera,Español,0,,,1
978-7-018-48237-0,Parques Nacionales y otras áreas protegidas de la Argentina. 2,"Cinti, Roberto y otros","Aguilar, Altea, Taurus, Alfaguara",1926,Primera,Español,0,,,1
978-4-332-96224-3,Pasacalles. Diez cuentos policiales argentinos contemporáneos,Antología,Distal,1926,Primera,Español,0,,,1
978-0-194-14337-0,Pasado amor,"Quiroga, Horacio",Losada,1926,Primera,Español,0,,,1
978-9-625-39267-7,Pasaporte de los Derechos Humanos,-,-,1926,Primera,Español,0,,Derechos Humanos,1
978-6-292-53442-3,Pascal,"Sciacca, Michele Federico",Luis Miracle,1926,Primera,Español,0,,,1
978-7-356-92797-7,Paseo de los seres míticos Argentinos. Guía Bestiaria,"Barrantes, Guillermo",Presidencia de la Nación ,1926,Primera,Español,0,,Lit Infantil (blanco),1
978-7-950-58244-2,Pasión Real,"Blake, Jennifer",Javier Vergara,1926,Primera,Español,0,,,1
978-7-615-57635-9,"Pasteur. Vida, pensamiento y obra. Bioquímica",-,Planeta,1926,Primera,Español,0,,,1
978-5-415-76390-0,Patagonia &Antartida. Guía de campo,"Beccaceci, Marcelo",South World,2014,Primera,Español,0,,Referencia,1
978-9-850-19567-8,Patagonia : tiempo de leyenda,"Roldán, Gustavo",Guadal,1926,Primera,Español,0,,,1
978-3-333-80972-4,Patria del Campo,"Rega Molina, Horacio",Guillermo Kraft ,1926,Primera,Español,0,,,1
978-7-540-38833-1,Paula y la alfombra de piedra,"Martín, Susana",Plus Ultra,1926,Primera,Español,0,,,1
978-1-652-84130-2,Paulino Lucero. Aniceto el gallo. Santos Vega,"Ascasubi, Hilario",EudeBA,1926,Primera,Español,0,,,1
978-8-469-59236-6,Paw Patrol; Los cachorros salvan el tren,-,El Gato de hojalata,2017,Primera,Español,0,,Lit Infantil (rojo),1
978-6-789-60425-7,Paw Patrol; Un rescate mojado,-,El Gato de hojalata,2017,Primera,Español,0,,Lit Infantil (rojo),1
978-8-904-83034-3,Payró. El Novelista de la Democracia,"Larra, Raul",La Mandrágora,1926,Primera,Español,0,,,1
978-4-195-79633-7,"Pecadores y Pecadoras: Historia sexual de los argentinos III, desde el golpe del 30 hasta Cristina Kirchner","Andahazi, Federico",Planeta,2010,Primera,Español,0,,Historia Argentina - Ensayo,1
978-2-582-14624-6,Pedro el Grande y el príncipe Alexei (1). Un drama en la corte de los zares,"Merezhkovski, Dmitri",Altaya,1926,Primera,Español,0,,,1
978-1-955-07617-3,Pedro el Grande y el príncipe Alexei (2). Un drama en la corte de los zares,"Merezhkovski, Dmitri",Altaya,1926,Primera,Español,0,,,1
978-9-816-14812-0,"Pedro Páramo, el llano en llamas y otros textos","Rulfo, Juan",Booket,1926,Primera,Español,0,,,1
978-6-603-70083-7,Pedro Páramo. El llano en llamas,"Rulfo, Juan",Seix Barral,1926,Primera,Español,0,,,1
978-7-657-27342-1,Pelando la cebolla,"Grass, Gunter",Alfaguara,1926,Primera,Español,0,,,1
978-8-162-67561-8,Pensamientos,"Pascal, Blaise",Hyspamerica,1926,Primera,Español,0,,,1
978-7-358-33108-6,Pensar la Democracia. Treinta ejercicios para trabajar en el aula,"Adamoli, María Celeste",Ministerio de Educ. de la Nación,1926,Primera,Español,0,,,1
978-9-262-02443-6,"Pensar la dictadura: terrorismo de Estado en Argentina. Preguntas, respuestas y propuestas para su enseñanza","Adamoli, María Celeste",Ministerio de Educ. de la Nación,1926,Primera,Español,0,,,1
978-1-751-22680-2,"Pensar Malvinas. Una selección de fuentes documentales, testimoniales, ficcionales y fotográficas para trabajar en el aula","Flachsland, Cecilia",Ministerio de Educ. de la Nación,1926,Primera,Español,0,,,1
978-0-789-18527-3,Pepita Jimenez,"Valera, Juan",Plus Ultra,1926,Primera,Español,0,,,1
978-5-863-20071-2,Pequeña enciclopedia de las ciencias,-,El Ateneo,1926,Primera,Español,0,,,1
978-3-901-28029-0,Pequeño mundo,"Hesse, Hermann",Santiago Rueda,1926,Primera,Español,0,,,1
978-9-240-11722-8,Peques : los primeros peques,"Procupet, Alejandra (adap.)",Planeta,1926,Primera,Español,0,,,1
978-8-342-36605-3,Percy Jacson y los dioses del olimpo. El ladrón del rayo 1,"Riordan, Rick",Salamandra,2024,Primera,Español,0,,Lit. Juvenil,1
978-8-860-86918-0,Percy Jacson y los dioses del olimpo. El mar de los monstruos 2,"Riordan, Rick",Salamandra,2024,Primera,Español,0,,Lit. Juvenil,1
978-9-269-80735-3,Perder la cabeza. Los amores que la historia no perdonó,"Rosenzvaig, Marcos",Centro Cultural de la Coop.,1926,Primera,Español,0,,,1
978-4-179-42111-8,Perdido en la selva,"Mariño, Ricardo",Alfaguara,2004,Primera,Español,0,,,1
978-4-613-14440-5,Perelandra - 2,"Lewis, C.S.",Minotauro - La Nación,2008,Primera,Español,0,,Lit. Juvenil,1
978-8-843-82179-2,Perfil de la junta Revolucionaria Argentina de 1810,"Elordi, Guillermo F.",Atlantida,1956,Primera,Español,0,,Historia Argentina,1
978-5-186-55871-2,Peribañez y el comendador de Ocaña,"Lope de Vega Carpio, Fray Félix",Plus Ultra,1926,Primera,Español,0,,,1
978-7-654-92341-1,Peribáñez y el comendador de Ocaña,"Lope de Vega Carpio, Félix",Kapelusz,1926,Primera,Español,0,,,1
978-2-847-69513-7,Pericles. Una experiencia de democracia dirigida,"Homo, Leon",Biografías Grandesa,1926,Primera,Español,0,,,1
978-9-081-71885-1,Pericón anda en las uvas,"Vega, Adriana",Plus Ultra,1926,Primera,Español,0,,,1
978-1-108-29301-3,Periplo,"Filloy, Juan",El ceunco de Plata,1926,Primera,Español,0,,,1
978-5-898-60005-1,"Perón y los trabajadores: Los orígenes del sindicalismo peronista, 1943-1955","Doyon, Louise M.",Siglo veintiuno,2006,Primera,Español,0,,Historia Argentina,1
978-7-730-42212-8,Perón: El hombre del destino. Vol. III,"Civita, César ed.",Abril educatica y cultural,1974,Primera,Español,0,,Historia Argentina,1
978-1-991-35102-9,Perón: El hombre del destino. Vol. IV,"Civita, César ed.",Abril educatica y cultural,1975,Primera,Español,0,,Historia Argentina,1
978-9-947-07410-7,Perramus : diente por diente,"Breccia, Alberto & Sasturain, Juan",De la Flor,1926,Primera,Español,0,,,1
978-5-586-96372-7,Perro salchicha,"Walsh, María Elena",Alfaguara,2007,Primera,Español,0,,Lit. Infantil (Rojo),1
978-0-243-83575-1,"Perro, perrito","Pennac, Daniel",Norma ,2000,Primera,Español,0,,,1
978-3-720-43190-3,Perros y gatos,"Espósito, María",La valijita,1926,Primera,Español,0,,,1
978-7-832-19704-7,Perseo y Medusa,"Adap. Hoena, Blake A.",Latinbooks,1926,Primera,Español,0,,,1
978-4-754-49809-2,"Perseo, el matador de monstruos","Montes, Graciela",Gramón Colihue,1926,Primera,Español,0,,,1
978-0-619-72569-3,Personajes de leyenda,-,Billiken,1926,Primera,Español,0,,,1
978-4-703-74010-4,Personal Best : B1 pre-intermediate,-,Richmond,1926,Primera,Español,0,,,1
978-9-926-26523-6,Personal Best : B1+ intermediate,-,Richmond,1926,Primera,Español,0,,,1
978-0-796-58693-3,Pesadilla para hackers,"De Santi, Pablo",Colihue,1999,Primera,Español,0,,,1
978-7-114-53962-6,Peter Pan,-,Jardín de Genios,1926,Primera,Español,0,,,1
978-2-337-31406-7,Peyton Place,"Metalious, Grace",Orbis/ Hyspamerica,1926,Primera,Español,0,,,1
978-9-385-31640-1,Pinacoteca virtual Sanmartiniana,"Estol, Jorge César",Instituto Naciona Sanmartiniano,2006,Primera,Español,0,,Historia Argentina,1
978-9-586-49227-0,Pincipios básicos de química,"Gray, Harry B. Haight, Gilbert P.",Reverté,1926,Primera,Español,0,,,1
978-3-034-19786-1,Pinocchio : II parte,"Busquets, Carlos",[Susaeta],1926,Primera,Español,0,,,1
978-0-472-63824-6,Pinocho,"Barberis, Alicia (adap.)",Salim,1926,Primera,Español,0,,,1
978-4-282-84952-6,Pinocho : en historieta...,-,La estación,1926,Primera,Español,0,,,1
978-8-881-10275-4,Pinzón en la tormenta,"Reek, Wouter van",Ah,1926,Primera,Español,0,,,1
978-5-142-88183-0,Pinzón y los inventos,"Reek, Wouter van",Ah,1926,Primera,Español,0,,,1
978-8-518-45399-0,Pioneros : una excursión inolvidable,"González Cejas, Raúl",La estación,1926,Primera,Español,0,,,1
978-7-618-55120-9,Piratas futbolistas,"Katz, Leandro",La brujita de papel,2016,Primera,Español,0,,Lit Infantil (rojo),1
978-5-475-44166-4,Pixi,"Lipman, Matthew",Novedades educativas,1926,Primera,Español,0,,,1
978-3-448-02151-6,Plan de evasión,"Bioy Casares, Adolfo",Kapelusz,1926,Primera,Español,0,,,1
978-5-735-57115-5,Planeta miedo,"Shua, Ana María",Sudamericana,1926,Primera,Español,0,,,1
978-5-843-32587-9,Plantas,"Taylor, Barbara",Puerto de palos,1926,Primera,Español,0,,,1
